"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"28","1996","平成","8","1","18~19","工場内で真空焼き入れ装置の組立作業中、天井クレーン(つり上げ荷重2.8t)で鉄製前蓋(約900キログラム)を吊り上げたところ、玉掛に使ったシャックルが損傷し、吊り荷が落下した。","1","製造業","113","一般機械器具製造業","","","1~9","3","その他の装置等","37","用具","","","4","飛来、落下"
"29","1996","平成","8","1","19~20","紙製梱包材(ハイモール)製造工程において、休憩時間のため機械の自動運転を停止し、製品取り出しを行う吸着盤を中央に寄せようとして機械を起動させたところ、吸着盤の稼働範囲に入ったため盤が激突した。","1","製造業","106","パルプ・紙・紙加工品製造業","","","100~299","1","動力機械","16","一般動力機械","","","6","激突され"
"30","1996","平成","8","1","22~23","15.5tトラックで国道を走行中、交差点でワゴン車と衝突した。","4","運輸交通業","403","道路貨物運送業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"31","1996","平成","8","1","8~9","作業の進行状況確認中、転炉内の状況確認に入ったところ、炉内は羽口より漏れていた80%酸素が充満し、何らかの発火源により瞬時に着衣が燃焼した。","3","建設業","303","その他の建設業","","","10~29","3","その他の装置等","34","炉窯等","","","16","火災"
"32","1996","平成","8","1","8~9","作業の進行状況確認中、転炉内の状況確認に入ったところ、炉内は羽口より漏れていた80%酸素が充満し、何らかの発火源により瞬時に着衣が燃焼した。","1","製造業","111","非鉄金属製造業","","","300~499","3","その他の装置等","34","炉窯等","","","16","火災"
"33","1996","平成","8","1","8~9","作業の進行状況確認中、転炉内の状況確認に入ったところ、炉内は羽口より漏れていた80%酸素が充満し、何らかの発火源により瞬時に着衣が燃焼した。","1","製造業","111","非鉄金属製造業","","","300~499","3","その他の装置等","34","炉窯等","","","16","火災"
"34","1996","平成","8","1","10~11","ダムウェーターを解体するため、搬器を地下1階ピットに降ろし、巻上用ワイヤロープと搬器の枠柱を緊結しているボルトを外したところ、カウンターウェイトが落下した。","3","建設業","302","建築工事業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","4","飛来、落下"
"35","1996","平成","8","1","11~12","倉庫のスレート庇上に足場を組立中、スレートを踏み抜き5m下の地上に墜落した。","3","建設業","302","建築工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"36","1996","平成","8","1","12~13","ワゴン車の運転席ドアを開け上半身を車内に入れエンジンを駆けたところ、車体が前進し始め、近くにあったアルミ製コンテナに運転席ドアが押され、車体とドアに挟まれた。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","7","はさまれ、巻き込まれ"
"37","1996","平成","8","1","13~14","クレーンで吊り上げた橋桁を切断中、隣の橋桁が落下し、その際に被災者の安全帯を巻き込んだため橋脚と橋脚の間に挟まれた。","3","建設業","301","土木工事業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","5","崩壊、倒壊"
"38","1996","平成","8","1","13~14","道路建設工事中、掘削斜面(高さ9m)から落下してきた岩石(10キログラム)に激突された。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","4","飛来、落下"
"39","1996","平成","8","1","14~15","横倒しになっている木の根株の上に乗りチェーンソーで幹を切断中、バランスを崩し斜面を転落した。","6","農林業","601","農業","","","1~9","7","環境等","71","環境等","","","1","墜落、転落"
"40","1996","平成","8","1","15~16","走行中、トラックヤード端で転倒した。","8","商業","","","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","2","転倒"
"41","1996","平成","8","1","19~20","高速道路の吸気ダクトのクラック調査のため、換気所から横ダクト先端部へ行ったところ、縦ダクト(深さ15.12m)に墜落した。","3","建設業","301","土木工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"42","1996","平成","8","1","19~20","高速道路の吸気ダクトのクラック調査のため、換気所から横ダクト先端部へ行ったところ、縦ダクト(深さ15.12m)に墜落した。","3","建設業","301","土木工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"43","1996","平成","8","1","5~6","自転車で新聞配達中、中央分離帯の切れ目を通り抜けたところ、走行してきたダンプカーに撥ねられた。","8","商業","","","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"44","1996","平成","8","1","9~10","工場内の機械室新設工事において、鉄骨梁(高さ5.6m)上で鉄骨建方のボルト締め作業中、天井クレーンのガーターに激突された。","3","建設業","302","建築工事業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"45","1996","平成","8","1","11~12","トラクター・ショベルのバケットに乗り、高さ2.7m上がった所で工場屋根の雪下ろし作業中、コンクリート床面に墜落した。","1","製造業","117","その他の製造業","","","1~9","1","動力機械","14","建設機械等","","","1","墜落、転落"
"46","1996","平成","8","1","12~13","事業場敷地内で後進してきたタンクローリーに轢かれた。","1","製造業","101","食料品製造業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","6","激突され"
"47","1996","平成","8","1","13~14","伐採作業中、かかり木になっていた伐倒木(胸高直径18.8センチメートル、長さ15.8m)が倒れてきた。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","6","激突され"
"48","1996","平成","8","1","14~15","左右に金型を持つ中空成形機でポリ容器を成形中、右の型がセンターに移動する際に機械の中に身体を入れたため、左右の型に挟まれた。","1","製造業","108","化学工業","","","30~49","1","動力機械","16","一般動力機械","","","7","はさまれ、巻き込まれ"
"49","1996","平成","8","1","16~17","公園トイレの巡回清掃中、道具を運んでいたところ、段差で転倒した。","15","清掃・と畜業","","","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","2","転倒"
"50","1996","平成","8","1","16~17","木造2階建家屋の2階屋根の垂木を釘止め中、高さ6.84mのもやから墜落した。","3","建設業","302","建築工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"51","1996","平成","8","1","5~6","トラックで高速道路を走行中、クレーン車に追突した。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"52","1996","平成","8","1","9~10","橋梁の上梁箇所で吊り足場を組立中、作業床端から18.2m下の地上に墜落した。","3","建設業","301","土木工事業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"53","1996","平成","8","1","15~16","バイクで集配業務中、センターラインをはみ出してきた対向車に激突された。","11","通信業","","","","","10~29","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"54","1996","平成","8","1","16~17","外壁塗装作業を終え軒先部分の養生を撤去中、約9m下の路上に墜落した。","3","建設業","302","建築工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"55","1996","平成","8","1","16~17","事業場裏の竹薮内で伐採作業中、地上約4mにある枝の上でチェーンソーにより枝を切断中、バランスを崩し地面に墜落した。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","1","墜落、転落"
"56","1996","平成","8","1","21~22","雪捨て場でダンプカーを誘導中、排雪作業中のダンプカーに轢かれた。","3","建設業","301","土木工事業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"57","1996","平成","8","1","23~24","2階からエレベーターで商品を1階へ降ろそうとしていたところ、被災者が搬器にかぶさるように倒れ、床と搬器の天井の間に挟まれた。","8","商業","","","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","7","はさまれ、巻き込まれ"
"58","1996","平成","8","1","1~2","高速道路を走行中、事故で停車中のトラックに衝突した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"59","1996","平成","8","1","4~5","自転車で新聞配達を終え、事業場に戻る途中、市道交差点で乗用車に撥ねられた。","8","商業","","","","","30~49","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"60","1996","平成","8","1","4~5","2tトラックで国道を走行中、交差点で縁石に衝突、横転した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"61","1996","平成","8","1","4~5","タクシー乗務中、交差点で乗用車と出会い頭に衝突した。","4","運輸交通業","402","道路旅客運送業","","","300~499","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"62","1996","平成","8","1","9~10","枠組足場を解体中、4段目(高さ5.3m)から墜落した。","3","建設業","302","建築工事業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"63","1996","平成","8","1","10~11","ミキサー車後部から頭を入れ、中の羽根に付着したセメントをハンマーではつっていたところ、右足が起動レバーに触れたためドラムを回転させてしまい、回転翼に首を巻き込まれた。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"64","1996","平成","8","1","13~14","立坑上部において、クローラクレーンで(つり上げ荷重4.874t)で架設敷鉄板(150×300×2.2センチメートル、約800キログラム)を立坑内(深さ約19m)に吊り下げていたところ、同クレーンが転倒し、運転席と立坑の手摺の間に挟まれた。","3","建設業","301","土木工事業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","2","転倒"
"65","1996","平成","8","1","6~7","自転車で新聞配達中、用水路に転落した。","8","商業","","","","","50~99","3","その他の装置等","36","人力機械工具等","","","17","交通事故（道路）"
"66","1996","平成","8","1","8~9","新造船の後部甲板上において、フェリーボートを係留するため接岸用ロープを受け取り移動中、約10m下の海面に墜落した。","1","製造業","115","輸送用機械等製造業","","","300~499","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"67","1996","平成","8","1","11~12","工事で出たアスファルト廃材を指定置場へ運搬する際、村道上でトラクター・ショベルが作業していたため待機していたところ、作業を終えた同ショベルがバケットを上げたまま走行してきて衝突した。","3","建設業","301","土木工事業","","","10~29","1","動力機械","14","建設機械等","","","17","交通事故（道路）"
"68","1996","平成","8","1","11~12","木造2階建家屋の1階屋根上において、葺土を上方から下方へかいていたところ、屋根端の樋を踏んでバランスを崩し、約2.2m下の地面に墜落した。","3","建設業","302","建築工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"69","1996","平成","8","1","14~15","バッテリーフォークリフトで市道を後進中、道路脇の農業用水(幅5.5m、深さ1.5m)に転倒し、運転席下のバッテリー(約600キログラム)の下敷きになった。","4","運輸交通業","403","道路貨物運送業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"70","1996","平成","8","1","14~15","2tダンプカーを運転していた被災者が、林道のガードレールと車体の間に挟まれていた。","3","建設業","301","土木工事業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","7","はさまれ、巻き込まれ"
"71","1996","平成","8","1","4~5","トラックで国道を走行中、センターラインを越えてきたトラックと衝突した。","4","運輸交通業","403","道路貨物運送業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"72","1996","平成","8","1","11~12","堰堤工事中、型枠代わりの矢板の角度を修正するため2枚の矢板間に鉄筋を差し渡し、これに取り付けたワイヤロープをドラグ・ショベルで引いていたところ、鉄筋が跳ねてこの鉄筋を保持していた被災者に激突した。","3","建設業","301","土木工事業","","","10~29","5","物質、材料","52","材料","","","6","激突され"
"73","1996","平成","8","1","11~12","ホテル内の清掃作業中、2階から1階へゴミを運んでいたところ、階段から転落した。","14","接客娯楽業","","","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"74","1996","平成","8","1","12~13","客先の工場内において、プレス機械に角材を入れて移動式クレーンで吊り上げたところ、角材が折れ、機械が被災者に当たった。","4","運輸交通業","403","道路貨物運送業","","","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","","","6","激突され"
"75","1996","平成","8","1","14~15","バックホウで堤防の法面を掘削作業中、バランスを崩しバックホウとともに転落した。","3","建設業","301","土木工事業","","","30~49","1","動力機械","14","建設機械等","","","1","墜落、転落"
"76","1996","平成","8","1","2~3","タバコのフィルターの梱包作業中、梱包機の下枠とトッププレートの間に首を挟まれた。","1","製造業","108","化学工業","","","100~299","1","動力機械","16","一般動力機械","","","7","はさまれ、巻き込まれ"
"77","1996","平成","8","1","5~6","高速道路上でパンクを修理中、トラックに追突された。","4","運輸交通業","403","道路貨物運送業","","","30~49","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"78","1996","平成","8","1","9~10","鉄骨2階建家屋解体工事中、廃材を2階から降ろす際、開口部(43×47センチメートル)から3.6m下の1階土間に墜落した。","3","建設業","302","建築工事業","","","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"79","1996","平成","8","1","10~11","トラック荷台に住宅廃材を積込中、一人で人力により鉄製ごみ箱を返そうとして勢い余り荷台から墜落した。","15","清掃・と畜業","","","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","1","墜落、転落"
"80","1996","平成","8","1","11~12","警戒船で作業船の交通整理中、ワイヤがスクリューに絡みついたため、素潜りして除去していたところ、溺れた。","3","建設業","301","土木工事業","","","1~9","7","環境等","71","環境等","","","10","おぼれ"
"81","1996","平成","8","1","11~12","鉄筋コンクリート3階建建築工事において、3階床の型枠間を埋めるためその間に立ち、スチール製板(デッキ)を設置していたところ、2階床に墜落した。","3","建設業","302","建築工事業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"82","1996","平成","8","1","13~14","圧雪車の運転練習中、急発進したためキャタピラの上にいた被災者が転落し、轢かれた。","4","運輸交通業","401","鉄道・軌道・水運・航空業","","","100~299","2","物上げ装置、運搬機械","23","乗物","","","7","はさまれ、巻き込まれ"
"83","1996","平成","8","1","14~15","下水道工事現場の掘削溝(1.3×4.1×深さ2.1m)内で掘削作業中、片側の土砂が崩壊した。","3","建設業","301","土木工事業","","","10~29","7","環境等","71","環境等","","","5","崩壊、倒壊"
"84","1996","平成","8","1","14~15","不整地運搬車で土を運搬中、堤防敷から斜面を転落した。","3","建設業","301","土木工事業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","1","墜落、転落"
"85","1996","平成","8","1","14~15","乗用車で取引先に向かう途中、センターラインをはみ出し、対向してきたダンプカーと衝突した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
"86","1996","平成","8","1","4~5","高速道路上り線の事故により、中央分離帯の照明灯の支柱が下り車線側に倒れていたため接触し、停車中のトラックに衝突した。","4","運輸交通業","403","道路貨物運送業","","","50~99","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"87","1996","平成","8","1","5~6","2.8tホイストクレーンで線材コイル(985キログラム)を吊り上げ移動中、荷が倒れてきた。","4","運輸交通業","403","道路貨物運送業","","","1~9","6","荷","61","荷","","","5","崩壊、倒壊"
"88","1996","平成","8","1","9~10","立坑(4.2×4×深さ5.2m)脇の地上から約1m下にある腹起こしのH型鋼に梯子を掛けようとして墜落した。","3","建設業","301","土木工事業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"89","1996","平成","8","1","11~12","製砂プラントのホッパー(4.57×5.85×深さ6.03m)を清掃中、ホッパー内に堆積していた砂利(20m3)に埋まった。","1","製造業","109","窯業土石製品製造業","","","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","5","崩壊、倒壊"
"90","1996","平成","8","1","11~12","作業を終え軽トラックで国道を走行中、センターラインをはみ出し、対向してきた10tトラックと正面衝突した。","3","建設業","303","その他の建設業","","","1~9","2","物上げ装置、運搬機械","22","動力運搬機","","","17","交通事故（道路）"
"91","1996","平成","8","1","13~14","橋脚上部仮受け用ベント組立作業中、移動式クレーンで斜材を取付後、アルミ梯子に乗り玉掛ワイヤを外していたところ、バランスを崩し転落した。","3","建設業","301","土木工事業","","","10~29","3","その他の装置等","37","用具","","","1","墜落、転落"
"92","1996","平成","8","1","14~15","アースドリルで場所打ちコンクリート杭を施工中、トレミー管に専用金具を取り付けて杭穴から引き抜き、吊り上げ旋回して地上に置こうとしたところ、金具が外れトレミー管が落下した。","3","建設業","302","建築工事業","","","1~9","1","動力機械","14","建設機械等","","","4","飛来、落下"
"93","1996","平成","8","1","15~16","橋(全長49.6m、高さ7.5m)の浄水管布設現場に吊り足場を設置中、足場のブラケット下部の溶接箇所が折損し、約6m下に墜落した。","3","建設業","301","土木工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"94","1996","平成","8","1","6~7","一輪車を押して新聞配達中、一輪車を残し一軒だけ離れている家に新聞を届けて戻る途中、川に転落した。","8","商業","","","","","30~49","7","環境等","71","環境等","","","10","おぼれ"
"95","1996","平成","8","1","8~9","石材採掘現場において、ブル・ドーザーで掘削後の埋め戻し作業中、土手にぶつかり、運転席から転落して轢かれた。","2","鉱業","202","土石採取業","","","1~9","1","動力機械","14","建設機械等","","","7","はさまれ、巻き込まれ"
"96","1996","平成","8","1","8~9","型枠解体工事中、フォームタイを取り外していた被災者が、落下してきた型枠とコンクリートブロックの間に挟まれた。","3","建設業","301","土木工事業","","","1~9","5","物質、材料","52","材料","","","4","飛来、落下"
"97","1996","平成","8","1","9~10","地上から外部鋼管足場上の被災者を介して3階床へ梁材(10キログラム)を取り込んでいたところ、被災者が3.4m下のレンガ上に墜落した。","3","建設業","302","建築工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"98","1996","平成","8","1","13~14","電車の屋根上(高さ3.7m)でクーラー取付作業中、床面に墜落した。","1","製造業","115","輸送用機械等製造業","","","1000~9999","2","物上げ装置、運搬機械","23","乗物","","","1","墜落、転落"
"99","1996","平成","8","1","17~18","道路工事中、杭打機が横転し、近くで作業中の被災者がブームの下敷きになった。","3","建設業","301","土木工事業","","","1~9","1","動力機械","14","建設機械等","","","6","激突され"
"100","1996","平成","8","1","8~9","工場の屋根上で換気扇の取付作業中、明かり取り窓を踏み抜き墜落した。","3","建設業","303","その他の建設業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"101","1996","平成","8","1","15~16","マンホール内の導水管の空気抜き孔の蓋を開ける作業のため内部の酸素、硫化水素、可燃ガスの濃度を測定し、安全確認と換気をした後、マンホール内で空気抜き孔の蓋を開けたところ、硫化水素、可燃ガス等が噴出した。","15","清掃・と畜業","","","","","1~9","5","物質、材料","51","危険物、有害物等","","","12","有害物等との接触"
"102","1996","平成","8","1","9~10","トラックから荷(20キログラム)卸し中、高さ約1mの荷台上から墜落した。","1","製造業","117","その他の製造業","","","10~29","2","物上げ装置、運搬機械","22","動力運搬機","","","1","墜落、転落"
"103","1996","平成","8","1","9~10","資材置場において、立て掛けてあった20枚の鉄板の中から1枚を抜き出すため、鉄板8枚(265×153センチメートル、約170キログラム)を3人で支えていたところ、支えていた被災者側に倒れ下敷きになった。","17","その他の事業","","","","","50~99","5","物質、材料","52","材料","","","5","崩壊、倒壊"
"104","1996","平成","8","1","10~11","事務所で執務中にめまいを起こし、仮眠室で休息していたが、急性心筋梗塞で死亡した。","4","運輸交通業","402","道路旅客運送業","","","50~99","9","その他","91","その他の起因物","","","90","その他"
"105","1996","平成","8","1","11~12","2階建木造家屋の1階の軸組作業中、梁に乗りボルトで連結する作業をしていたところ、バランスを崩し墜落した。","3","建設業","302","建築工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"106","1996","平成","8","1","11~12","ホイールクレーンで岸壁下海上のポンツーンを岸壁に上げる作業中、同クレーンが転倒した。","3","建設業","303","その他の建設業","","","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","","","2","転倒"
"107","1996","平成","8","1","11~12","木造住宅2階屋根上で野地板打ち作業中、雨が降りだし、シートを掛けようと板の束を移動していたところ、足を滑らせ転落した。","3","建設業","302","建築工事業","","","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","","","1","墜落、転落"
"108","1996","平成","8","1","14~15","軽自動車で立会送電業務(屋内配線の点検等)先に向かう途中、踏切でレールバスと衝突した。","1","製造業","116","電気・ガス・水道業","","","300~499","2","物上げ装置、運搬機械","23","乗物","","","17","交通事故（道路）"
