"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"11","2017","平成","29","12","10~11","被災者は集合住宅の清掃員であり、当日は同僚と二手に分かれ、柄の長いほうきを用いて共用階段及び玄関前スペースのすす払い(蜘蛛の巣除去)を行っていた。被災者が降りてこないことから、同僚労働者が様子を確認しに行ったところ、4階玄関前(5階階段下)に倒れている被災者を発見した。","15","清掃・と畜業","1501","清掃・と畜業","150101","ビルメンテナンス業","100~299","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"12","2017","平成","29","12","10~11","被災者をホイール式トラクター・ショベルのバケットに乗せ、倉庫の外壁を張る作業を行っていた際に、同機械の運転者が同機械を後退、被災者がバランスを崩しバケットから墜落したところへ同機械を前進させたため、被災者の頭部をタイヤで轢いた。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","50~99","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","1","墜落、転落"
"13","2017","平成","29","12","8~9","被災者はヘルメット式潜水器を装着しウニ漁に従事中、漁船の機関が故障し潮流に流されはじめたため、船長の指示で海面に浮上し、漁船の左舷側に設置した木製はしごを使用し甲板上に上がろうとしたが、激しい波の影響で上がれず、漁船が座礁し木製はしごも折れ、船長の指示で漁船の機関を停止したため、被災者への送気が停止し、救助されたものの窒息により死亡した。なお、船長も救助作業中に落水し救助されたが死亡した。","7","畜産・水産業","702","水産業","70201","漁業","1~9","1","動力機械","16","一般動力機械","169","その他の一般動力機械","90","その他"
"14","2017","平成","29","12","8~9","被災者はウニ漁に従事中、漁船の機関が故障し潮流に流され座礁したため、被災者の指示により海面に浮上した潜水士を漁船の左舷側の甲板上において、他の労働者とともに救助作業を行っていた。波の影響で漁船が動揺したことにより海に落水し流され、近くの島の岸に流れ着いたが再び流され、僚船に救助されたものの低体温症により死亡した。なお、潜水士も救助され、漁船に引き上げられたが死亡した。","7","畜産・水産業","702","水産業","70201","漁業","1~9","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","18","交通事故（その他）"
"15","2017","平成","29","12","6~7","高速道路において、走行車線を走っていた大型トラックが、バス停付近に停車していた大型トラックに追突。追突した大型トラックの運転席は大きく破損し、運転していたドライバーが死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"16","2017","平成","29","12","0~1","被災者は午前0時から、警備員としてフェリー乗場で車両等の監視業務をしていたが、午前1時55分頃、喫煙のため警備室を離れた後、行方が分からなくなり、午後1時50分頃、フェリーターミナル付近の海底で沈んでいるのを発見された。","17","その他の事業","1702","その他の事業","170201","警備業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","10","おぼれ"
"17","2017","平成","29","12","22~23","被災者は、港に係留中の貨物船(チップ船)の船倉内で、チップの荷揚げのためドラグショベルに乗ってチップを集める作業を行っていたが、午後11時50分頃、同僚が船倉内に倒れている被災者を発見した。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"18","2017","平成","29","12","8~9","民家の解体工事において、廃材をキャリー(ハンドガイド式の運搬車)に乗せて置き場へ運搬していた被災者が、頭部を負傷し道路に倒れているところを発見された。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","2","転倒"
"19","2017","平成","29","12","20~21","構内において、被災者がコンクリートミキサー車の洗車のため通行していたところ、他の構内下請事業者の労働者が運転するトラクター・ショベルにはねられた。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"20","2017","平成","29","12","12~13","木染橋耐震補強等工事において、掘削作業当日、残土を運ぶダンプカーと掘削用機械(ドラグショベル)に労働者が挟まれて死亡した。ダンプカーを運転していた労働者がダンプカー停止後、一旦降車し、付近の清掃作業を行っていたところ、停止していたダンプカーが動き出してしまい、対向側から走行してくる掘削用機械に激突すると気づいて、慌てて止めに入ろうとダンプカーと掘削用機械の間に入ったところ、挟まれた。","3","建設業","301","土木工事業","30105","橋梁建設工事業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"21","2017","平成","29","12","2~3","走行中、対向車線にはみ出し、対向してきた大型トラックと正面衝突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"22","2017","平成","29","12","0~1","被災者は、取引先事業場(発荷主)において、ワゴン車に荷(内装材)を積み込み運転していた。途中、運転していたワゴン車のエンジンが故障し、車外に出て待機していたところ、ワゴン車に大型トラックが追突し、そのまま数十メートル引きずられ、ワゴン車の前方にいた被災者は、轢かれ、多発性外傷により死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"23","2017","平成","29","12","0~1","床版コンクリート打設後の養生の状況を確認するため、被災者が見回り後帰宅すると部下に告げ、19時頃に現場を見回りに行ったが、翌日の朝、橋脚脇に倒れているところを発見された。被災者の直上約20m上には橋梁工事のために設置した張出足場があったが、養生のために風管を通す必要から、足場板(巾25センチメートルが2枚)が外された開口部があったため、被災者は当該開口部から墜落したものと推定される。","3","建設業","301","土木工事業","30105","橋梁建設工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","414","開口部","1","墜落、転落"
"24","2017","平成","29","12","12~13","荷主先でトラック(ウイング車)に荷を積み込む作業を被災者一人で行っていたところ、すでに積んでいた荷(700キログラム弱)が、何らかの原因によりロールボックスパレットごとトラックの荷台から落下し、落下した荷の下敷きになったものと推定される。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","6","荷","61","荷","611","荷姿の物","4","飛来、落下"
"25","2017","平成","29","12","10~11","解体工Aが長さ1.8mのステンレス製の廃材(重さ150キログラム)をプラズマ切断し、当該廃材を労働者Bが解体用つかみ機でつかみ、右旋回したところ、別の場所で作業していた被災者の頭部と背部に廃材の一部(重さ85キログラム)が激突し被災した。労働者Bがつかんだ廃材は、実際は切断しきれておらずつながっている状態であり、旋回中に遠心力で切り離され飛んで行ったもの。","1","製造業","110","鉄鋼業","11009","その他の鉄鋼業","10~29","1","動力機械","14","建設機械等","145","解体用機械","4","飛来、落下"
"26","2017","平成","29","12","8~9","被災者は、市道の脇に出された古紙を回収する作業中、徐行運転する古紙回収用の収集車両(ごみ収集車)の左後輪に腰をひかれた。路面は凹凸のある凍結路面で、車道と歩道の区別がつかない状況であった。","8","商業","801","卸売業","80109","その他の卸売業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"27","2017","平成","29","12","18~19","被災者は出荷冷蔵庫内で棚卸し作業に従事していたが、2階建てラックの2階に上り作業していたところ、バランスを崩し2.07メートル下の床面に墜落した。","1","製造業","101","食料品製造業","10102","水産食料品製造業","100~299","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","416","作業床、歩み板","1","墜落、転落"
"28","2017","平成","29","12","14~15","被災者一人で牛舎の清掃を行うため牛の追い出し作業を行っていたところ、牛に激突された。その後、被災者は自力で柵の外に脱出し、倒れていた所を事業場内を巡回していた労働者に発見された。発見時は被災者の意識があり、胸の痛み及び呼吸苦を訴えていたが徐々に意識が無くなり、救急搬送されたが死亡した。","7","畜産・水産業","701","畜産業","70101","畜産業","1~9","7","環境等","71","環境等","719","その他の環境等","6","激突され"
"29","2017","平成","29","12","10~11","重量2.5tの旋盤をトラックから降ろし、指定場所へ置く作業中、当該旋盤をジャッキで上げ、旋盤の下に設置した台木を鉄製ブロックに入れ替える際に旋盤が転倒し、作業者2名が下敷きとなった。","5","貨物取扱業","501","陸上貨物取扱業","50101","陸上貨物取扱業","30~49","3","その他の装置等","36","人力機械工具等","361","人力クレーン等","4","飛来、落下"
"30","2017","平成","29","12","22~23","冷蔵倉庫のプラットホーム(高さ1m)上で、10tトラックの荷台後部から食品用空コンテナをプラットホームに降ろし、次にプラットホームから冷蔵庫内へ運ぶ作業を単独で行っていた被災者が、プラットホームの下で頭部左側を下に横向きで倒れているところを発見された。なお、安全帽は着用していなかった。高さ1mのプラットフォームから転落したものと推定。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","100~299","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
"31","2017","平成","29","12","8~9","被災者は朝、営業所に出勤し1階事務所に挨拶した後、2階にある乗務員控室に行くため、外階段を上っていたところ転落し、階段下に倒れているところを発見された。","4","運輸交通業","402","道路旅客運送業","40202","バス業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"32","2017","平成","29","12","12~13","被災者は、昼休み後に所定の仕事場へ向かう際に、工場内の階段を登り移動していたところ、側面(高さ約2メートル7センチ)から転落した。","1","製造業","117","その他の製造業","11709","その他の製造業－その他","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"33","2017","平成","29","12","6~7","被災者は、朝刊配達のために、道路を横断していたところ、被災者進行方向左側から走行してきた、乗用車の助手席側前部と衝突した。被災者は胸部を強く打ち、病院に搬送されたものの、死亡が確認された。","8","商業","802","小売業","80205","新聞販売業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"34","2017","平成","29","12","14~15","被災者は建物の2階の窓ガラスの清掃を行うため、窓のさんの上に立って作業を行っていたところ、体勢を崩し、6.5m下の地上へ墜落した。被災者は着用していた安全帯のカラビナ(道具保持用)にロープを通し、同僚へ持っておくよう指示し、作業を行っていたものの、被災者が墜落した際、同僚は墜落時の衝撃に耐えることができず、ロープを途中で離した。","15","清掃・と畜業","1501","清掃・と畜業","150101","ビルメンテナンス業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","1","墜落、転落"
"35","2017","平成","29","12","8~9","被災者が、最大つり上げ荷重2.33tの車両積載形トラッククレーンを操作し、別の2tトラックの荷台から重さ約0.9tのフレコンバックをつり上げ、地面へ降ろしていたところ、当該クレーンが2tトラック側へ転倒した。被災者は、当該クレーンの車体(運転席)と2tトラック荷台のあおりとの間に胸部をはさまれた。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","7","はさまれ、巻き込まれ"
"36","2017","平成","29","12","2~3","被災者は出勤後、自分の配達分の新聞をリヤカーに入れ、自分の担当配達区域へ向かうため、車道左脇を移動中、後方から走行してきた2tトラックにはねられた。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"37","2017","平成","29","12","22~23","道路工事による車線規制が行われ渋滞していたところ、左車線最後尾の大型トレーラーに被災者が運転するトラックが追突し、被災者が死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"38","2017","平成","29","12","20~21","営業所駐車場の近くにある階段下において仰向けで倒れているところを出庫点呼待ちの乗務員に発見された。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"39","2017","平成","29","12","14~15","被災者が、顧客先より所属事業場に帰るため、自転車にて下り坂を走行中、前方の道路上に停車していた自動車のドアが不意に開いたため、当該ドアと衝突した。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","300~499","3","その他の装置等","36","人力機械工具等","362","人力運搬機","17","交通事故（道路）"
"40","2017","平成","29","12","12~13","被災者は正午頃に同社のバス運転手から車両の不具合について連絡を受け、午後1時頃から当該バスの整備を始めた。その後、整備は車両後方のみを油圧ジャッキにより持ち上げ、エンジン付近の不具合箇所をエンジンをかけたまま確認していたところ、不具合箇所付近で回転していたプロペラシャフトに巻き込まれ死亡した。","4","運輸交通業","402","道路旅客運送業","40202","バス業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","7","はさまれ、巻き込まれ"
"41","2017","平成","29","12","10~11","豚舎内で豚の糞尿処理作業を行っていた被災者が、糞尿を豚舎外へ搬出するためのスクリューコンベア(奥行き0.3メートルの側溝内に埋め込まれた径約0.27メートルのスクリューコンベア)に巻き込まれ、死亡した状態で発見された。","7","畜産・水産業","701","畜産業","70101","畜産業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","224","コンベア","7","はさまれ、巻き込まれ"
"42","2017","平成","29","12","10~11","新築マンション外構の駐車場舗装工事において、タイヤローラーによりアスファルトの転圧を行っていたところ、後進してきたタイヤローラーに轢かれて死亡した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","10~29","1","動力機械","14","建設機械等","144","締固め用機械","7","はさまれ、巻き込まれ"
"43","2017","平成","29","12","16~17","現場から持ち帰った資材をユニックの荷台から荷降ろしをしていた。荷台には角材の上に単管パイプの束を載せて全体を2か所で番線固定してあった。被災者が2か所目の番線を切断したところ上部にあった単管パイプの束(20本約270キログラム)が荷崩れを起こした。被災者は頭部外傷により死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","6","荷","61","荷","611","荷姿の物","5","崩壊、倒壊"
"44","2017","平成","29","12","8~9","被災者は、一人で戸建住宅の完了検査を出張作業にて行っていた。隣接する建物の外構工事をしていた者が音がしたので行ってみると、被災者が倒れているのを発見した。検査を行っていた建物の敷地と発見された隣地には約1.6メートルの段差があった。","17","その他の事業","1702","その他の事業","170209","その他の事業－その他","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
"45","2017","平成","29","12","4~5","新聞配達先の近くにある用水路に原動機付自転車とともに落ちていた被災者が発見され、病院へ搬送したが、死亡した。配達先へ原動機付自転車で向かっていたところ、誤って用水路へ転落したものと思われる。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"46","2017","平成","29","12","18~19","輸送指令から雪害警戒体制が発動されたため、操車場構内において被災者ともう1名で融雪器の点火作業を行っていたところ、上りの旅客列車に激突され、死亡した。なお、列車との接触を防止するための監視人は、被災者本人であった。","4","運輸交通業","401","鉄道・軌道・水運・航空業","40101","鉄道・軌道業","30~49","2","物上げ装置、運搬機械","23","乗物","232","鉄道車両","18","交通事故（その他）"
"47","2017","平成","29","12","14~15","納屋の解体工事において、防水シートを剥がす作業をしていたところ、高さ2メートル77センチメートルの屋根から墜落した。","3","建設業","303","その他の建設業","30309","その他の建設業－その他","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"48","2017","平成","29","12","8~9","道路脇の落石防護用の金網内に堆積した土砂(高さ約1.5m)の除去を行うために、被災者は金網下端にワイヤーロープを通してドラグ・ショベルのフックに掛けて金網を捲り上げ、その下端を金網中ほどの位置にコイル状ワイヤーで固定した。この後、ワイヤーロープをフックから外したところ、固定していたコイル状ワイヤーが解け、金網の捲り上げられていた部分が元に戻る際に被災者に激突、被災者は道路に墜落し、頭部を強打した。","3","建設業","301","土木工事業","30106","道路建設工事業","30~49","5","物質、材料","52","材料","521","金属材料","6","激突され"
"49","2017","平成","29","12","8~9","変電所敷地内の変圧器室にある変圧器の上部に取り付けられたコンサベータ(絶縁油の酸化防止設備)の取替工事において、コンサベータの取替工程が完了したため、室内壁面から一時的に取り外していた吸音材を再び取り付ける業務に従事していた被災者が、変圧器の充電電路部(6.6kV)に体の一部が触れた(又は近づいた)ため感電し、死亡した。","3","建設業","303","その他の建設業","30301","電気通信工事業","30~49","3","その他の装置等","35","電気設備","352","電力設備","13","感電"
"50","2017","平成","29","12","20~21","調理師である被災者は、事業者の運営する飲食店での業務を終え、同事業者の所属事業場へ徒歩で移動中、路上で倒れているところを通行人に発見され、救急搬送されたが死亡した。被災者が倒れていた路上は凍結して滑り易くなっていた。","14","接客娯楽業","1401","旅館業","140101","旅館業","100~299","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","417","通路","2","転倒"
"51","2017","平成","29","12","18~19","被災者は、顧客先でフォークリフトの修理を行った後に引き続き点検を実施していた。右後輪の駆動部分にグリスアップを行っていたところ、被災者の後方に2段積みで置かれていた荷のうち、上段の1個(W=1.2m、D=0.8m、H=1.4m、重量1トン)が落下し、被災者を直撃した。","8","商業","802","小売業","80202","自動車小売業","1~9","6","荷","61","荷","611","荷姿の物","4","飛来、落下"
"52","2017","平成","29","12","14~15","トラックにて配送先への配送を終え、配送センターに戻る途中の事故。時速およそ80キロメートルで第一走行車線を走行中、逆走する乗用車と衝突した。事故直前まで被災者の前方を別の車両が走行していたが、逆走車を避けるため路側帯へ回避。直後、被災者の目前に逆走車が飛び込む形となり、左へハンドルを切るが避けきれず逆走車と正面衝突となった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"53","2017","平成","29","12","14~15","排水路補修工事において、被災者が走行集材機械を運転し木材を搬出中、作業道の路肩(傾斜40°)から5m下の作業道(コンクリート路盤)に当該機械とともに墜落し、死亡した。","3","建設業","301","土木工事業","30106","道路建設工事業","10~29","1","動力機械","17","車両系木材伐出機械等","172","走行集材機械","1","墜落、転落"
"54","2017","平成","29","12","10~11","工場の屋根に設置されている太陽光パネルを労働者6名で清掃していたところ、被災者が屋根に設けられた天窓のガラスを踏み抜いて高さ約13.8メートルの箇所から墜落し、死亡した。なお、墜落防止措置は講じられていなかった。","15","清掃・と畜業","1501","清掃・と畜業","150109","その他の清掃・と畜業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"55","2017","平成","29","12","12~13","被災者は、二階建て集合住宅の各戸の窓周りのコーキング除去作業において、当該事業場が設置した枠組み足場の2段目の躯体側に、地上から高さ約4mの位置にブラケットを使用し足場板(長さ4m)を設置し作業していたところ、足場板を固定していなかったため、ずれ、傾き、足場の外側に設置した手すりと作業床の隙間から墜落した。","3","建設業","302","建築工事業","30209","その他の建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"56","2017","平成","29","12","12~13","タンクローリー(積載荷重10トン)を用いて魚油運搬作業に従事していた被災者が、停車していたタンクローリー車内で休憩を行っていたところ、タンクローリーが車体前方方向に動き出した。車は敷地内を出て、敷地に面していた幅9.3メートルの公道を横断し、その端部の岸壁より海中へと転落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"57","2017","平成","29","12","8~9","マンションのバルコニー用のL字形コンクリート構造物(H1.58m×W0.79m、L4.15m)を、工場内の天井クレーンで吊って検査作業場に移動させた。被災者がL字形の外側でタイルの目地材を手作業で除去し、もう一人の作業者がL字形の内側でグラインダーを用いてコンクリート面の補修作業を行っていたところ、コンクリート構造物が被災者側に横転し、被災者が下腹部を挟まれ、死亡した。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","30~49","3","その他の装置等","37","用具","379","その他の用具","6","激突され"
"58","2017","平成","29","12","8~9","マンションの外階段(4階から5階への昇降部分)において、被災者がモップを使用して清掃作業中に4階まで墜落した。","15","清掃・と畜業","1501","清掃・と畜業","150101","ビルメンテナンス業","500~999","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","413","階段、桟橋","1","墜落、転落"
"59","2017","平成","29","12","4~5","ロータリー除雪車で同僚労働者(運転手)と被災者(補助)の2名で作業を行っていたが、ロータリーに雪が詰まってオーガが正常に回転しなくなったため、オーガの回転を停止させ、2名でスコップを用いて詰まった雪を除去した後に同僚労働者が運転席に戻り、除雪車を1mほどバックさせ、被災者が前方に退避していることを確認して、オーガが正常に回転するか確認のため回転させていたところ、被災者がオーガに巻き込まれた。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","1","動力機械","14","建設機械等","149","その他の建設機械等","7","はさまれ、巻き込まれ"
"60","2017","平成","29","12","10~11","コンクリートブロック用の型枠にコンクリートを打設した後に養生をするため、養生室に型枠(コンクリート及び型枠重量約1.5t)をフォークリフトで積み上げ、コンクリートを均そうと当該型枠に足を掛けたところ、当該型枠が倒れ、倒れた型枠と隣列の下段の型枠の間に挟まれた。","1","製造業","109","窯業土石製品製造業","10901","セメント・同製品製造業","30~49","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","5","崩壊、倒壊"
"61","2017","平成","29","12","8~9","荷物を搬送した後、帰社のため走行中、交差点に差し掛かったところで、信号待ちで停車していた大型トラックに追突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"62","2017","平成","29","12","8~9","トラックに積載されたクレーンの部品(継ぎジブ)の荷下ろしを行う際、同僚が玉掛けのため当該ジブによじ登ろうとした時、バランスが崩れジブがトラック荷台より転げ落ち、トラック横で関連装備の収納作業を行っていた被災者が下敷きになった。","4","運輸交通業","403","道路貨物運送業","40302","特定貨物自動車運送業","500~999","6","荷","61","荷","612","機械装置","4","飛来、落下"
"63","2017","平成","29","12","8~9","新聞配達員が自家用車の軽ワゴン車を使用して新聞の配達を行っている途中に車ごと約3メートルの高さの川に転落し、死亡した。被災時は約10センチメートルの積雪があった。","8","商業","802","小売業","80205","新聞販売業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"64","2017","平成","29","12","4~5","大型トラックを運転し、片側一車線の国道を走行していた被災者に、ブームを固定しないまま対向車線を走行してきた積載型トラッククレーンのブームが激突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","17","交通事故（道路）"
"65","2017","平成","29","12","18~19","路面の凍結により運転していたトラックがスリップし、温度計、ガードレール等道路工作物に激突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
