"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"19","2009","平成","21","3","7~8","チップサイロからトラックにチップを積み込むにあたり、被災者は単独でサイロ及び配管の点検作業を行っていた。その後、サイロの屋根に上がっていたところ、当該屋根(勾配約16度)から約8m下の地面に墜落した。","1","製造業","104","木材・木製品製造業","10401","製材業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"20","2009","平成","21","3","17~18","被災者は、自家用の軽自動車を運転し個人宅での訪問営業業務を終え、次の営業先に向かうため市道を走行していた。信号のない交差点に差し掛かったところ、左側から来た乗用車と出合い頭に衝突し、その反動で右前方の路外へ転落した。","8","商業","802","小売業","80202","自動車小売業","50~99","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"21","2009","平成","21","3","18~19","被災者は、トラックヤードにおいて、トラックへの壁紙ロール(直径25センチメートル、長さ80センチメートル、重量10キログラム)の積み込み作業中、トラックの荷台上に積み上げられた荷(地上からの高さ2.2m)の上に乗り、荷受け作業を行っていたところ、直前に被災者後方に積み上げられていた荷が崩れ、この勢いで2.2m下のコンクリート床面上に墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"22","2009","平成","21","4","5~6","漁港の防波堤から約600m沖合で、被災者と事業主の2人で小型漁船(FRP船2.4t)に乗り、前日に仕掛けた刺し網を引き上げようとしたところ、右舷から大きな波をかぶり転覆し、海上へ投げ出された。事業主は救助されたが、被災者は行方不明となった。","7","畜産・水産業","702","水産業","70201","漁業","1~9","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","10","おぼれ"
"23","2009","平成","21","4","16~17","被災者は2階の開口部から、木片を1階のトラックの荷台に落とし入れる作業を行うため、開口部から階下をのぞいたところ、仮設の手すりが外れ、高さ3.8mから墜落した。なお、外れた手すりは同僚が仮置きしたもので、固定されていなかった。また、被災者は保護帽を着用していなかった。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","414","開口部","1","墜落、転落"
"24","2009","平成","21","4","14~15","自社車庫の組立て作業において、代表取締役がトラクター・ショベルを運転してバケットを地上から約4.2mの高さにセットした。これに被災者が梁を伝って乗り移り、屋根部材の垂木設置作業を行っていたところ、地上に墜落した。作業にあたり作業床の設置、安全帯の使用等の墜落防止措置は講じられていなかった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","1","墜落、転落"
"25","2009","平成","21","5","5~6","被災者は、重量4.9tの漁船に乗り当該船舶の船長と2人で、漁港から1.5キロメートル沖合でのホタテの座布団籠(ホタテの養殖のため、稚貝を入れるための籠)揚げ作業を行った後、帰港する途中に甲板より海中に転落し溺死した。なお、当該船舶には救命胴衣が備え付けられていたものの、災害発生時着用させられていなかった。","7","畜産・水産業","702","水産業","70201","漁業","1~9","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","10","おぼれ"
"26","2009","平成","21","5","14~15","被災者が1人で水道管メーターの交換作業のため、スコップで地面(縦95センチメートル、横80センチメートル、深さ105センチメートル)を掘っていたところ、隣にあったホームタンク(容量490リットル)が倒れて、掘った穴との間にはさまれた。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","5","崩壊、倒壊"
"27","2009","平成","21","5","14~15","鉄筋コンクリート廃材から再生資材を製造する作業において、被災者は、プラントで小割りされた廃材から鉄筋を取り除くため、トラクター・ショベルが地面に広げた廃材から鉄筋を拾い集める作業に従事していたところ、廃材を広げるためにプラントから後進してきたトラクター・ショベルの左後輪にひかれた。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","30~49","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","6","激突され"
"28","2009","平成","21","6","15~16","被災者は一人で、食用馬を飼育するために借りていた放牧地の牧柵修理や沢沿いに自生している楢の木の伐倒作業を行っていた。チェーンソーで胸高直径27センチメートルの楢の木の伐倒作業を行った被災者は、当該立木が倒れなかったため自立状態のまま放置し、次の立木の伐倒作業にかかった。その後、自立していた楢の木が倒れ、被災者を直撃し、その下敷きとなった。","7","畜産・水産業","701","畜産業","70101","畜産業","1~9","7","環境等","71","環境等","712","立木等","5","崩壊、倒壊"
"29","2009","平成","21","6","8~9","被災者は、ゴミ収集車を運転して災害発生現場のゴミ置き場に停止させ、同僚2人とともにゴミの収集を行っていたところ、ゴミ収集車が後進してきたため、これを止めようとゴミ収集車の後ろに回り込み、塀との間にはさまれた。ゴミ収集車のエンジンは停止されておらず、ギアはニュートラル、サイドブレーキを引いていたが、車止めは使用されていなかった。現場の傾斜は約3度であった。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","100~299","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"30","2009","平成","21","6","7~8","被災者が運転する社用車で会社から建設現場に同僚1人を助手席に乗せ、峠を下っていた。被災者が前方の車を追い越すため、センターラインをはみ出したとき、対向車が来ていたため、それを避けるためハンドルを切ったところ、対向車線側のガードロープの支柱に激突。被災者は死亡、同乗していた同僚は重体(生命に別状なし)。","3","建設業","302","建築工事業","30209","その他の建築工事業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"31","2009","平成","21","7","9~10","被災者は、事業場から市内へ業務のため会社所有の乗用車を使用して村道を走行していた。被災者が交差点に差し掛かったところ、一時停止標識を見落として右方から直進してきたワゴン車が、被災者の運転する乗用車の右側面に衝突し、さらにその反動で被災者の車は路外へ逸脱し大破した。","1","製造業","117","その他の製造業","11709","その他の製造業－その他","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"32","2009","平成","21","7","9~10","客先に家具の配送を行い、玄関の外の通路で家具から解いた段ボール等を回収するとき、後ろ向きに倒れた。","5","貨物取扱業","501","陸上貨物取扱業","50101","陸上貨物取扱業","1~9","9","その他","92","起因物なし","921","起因物なし","2","転倒"
"33","2009","平成","21","7","10~11","被災者はドラグ・ショベルを運転し集材道を設けるため、勾配約32度の斜面に道付けをしていたところ、作業道が崩壊してドラグ・ショベルとともに50.5m転落し、被災者は運転室内で身体を内装物にはさまれた。崩落した箇所は、岩混じりの砂質様の土砂で、長さ約19m、幅約2.3mであった。","6","農林業","602","林業","60201","木材伐出業","30~49","7","環境等","71","環境等","711","地山、岩石","1","墜落、転落"
"34","2009","平成","21","7","10~11","納屋(木造)の建設工事において同納屋の庇の骨組みを取付ける作業を行っていた被災者は、小型移動式クレーンで水平につり上げた丸太を取付るにあたり、同庇の骨組である水平に設置された角材(幅10センチメートル、長さ1.7mで仮組されていたもの)を足場としていたところ、同水平材が外れた(釘やつり材等の水平材の支えが外れ)ために約5m下の地面へ墜落した。被災者は、保護帽及び安全帯は未着用だった。","7","畜産・水産業","701","畜産業","70101","畜産業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"35","2009","平成","21","7","3~4","被災者は牧場から競馬会関係施設まで競走馬を輸送中に、高速道路下り線で、被災者ら2人が運転する馬運車(大型トラック)が故障したため、路肩に停車し、被災者が車両の前で点検していたところ、大型トラックに追突された。被災者は追突の衝撃で動いた馬運車の下敷きとなった。馬運車に乗車していた同僚1人も負傷した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"36","2009","平成","21","7","17~18","空き住宅のリフォームのため、被災者は1階の外壁、事業主は建物2階の塗装を行っていた。事業主が被災者に作業終了を伝えに行ったところ、地面に倒れている被災者を発見した。事業主は救急車を呼び病院へ搬送したが、翌日に死亡した。なお、被災者は保護帽及び安全帯は着用していなかった。","3","建設業","302","建築工事業","30209","その他の建築工事業","1~9","9","その他","99","分類不能","999","分類不能","99","分類不能"
"37","2009","平成","21","8","7~8","漁港内の浚渫作業のため、引船で起重機船を作業場所まで曳航し、起重機船を固定するため船外機船に係留ロープを渡したところ、船外機船が引船と起重機船の間に回り込み転覆、そのまま起重機船の下に潜り込んだ。船外機船に乗船していた2人のうち1人はすぐに海中より浮かび上がり救助されたものの被災者は浮かび上がらず、その後、海中を捜索していたダイバーにより起重機船の船底から発見された。","3","建設業","301","土木工事業","30199","その他の土木工事業","30~49","2","物上げ装置、運搬機械","23","乗物","239","その他の乗物","18","交通事故（その他）"
"38","2009","平成","21","8","7~8","被災者は、コンブ漁のため海岸と並行する国道の路肩に軽トラックを停車させ、そのそばに座って準備作業をしていたところ、加害者の大型トラックが軽トラック3台に追突したため被災者もその事故に巻き込まれた。なお、この追突事故で、作業者等4人が被災した。","7","畜産・水産業","702","水産業","70201","漁業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"39","2009","平成","21","8","7~8","被災者は、積載形トラッククレーン(つり上げ荷重2.93t)により、ミニドラグ・ショベル(重量約1.2t)を河川に降ろすため、クレーンの横に立ち、操作レバーで作業していたところ、クレーンが横転した。被災者は横転したクレーンに激突され、河川の周囲に設置されていた柵との間に体をはさまれた。単独作業であり、アウトリガーの張り出しはしていなかった。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","6","激突され"
"40","2009","平成","21","8","14~15","被災者は、木造2階建個人住宅外壁塗装工事現場において、午後の休憩の後、屋根の破風板の塗装作業を行うため、塗料缶を片手に持ち、住宅西側に設置の枠組足場(3層6スパン、高さ5.12m)の昇降階段を昇る途中、3層目の手前でバランスを崩し、昇降階段から4.35m下の地面に墜落、死亡した。昇降階段には、手すり及び交差筋かいはなく、足場には墜落防止措置が講じられていない箇所が認められた。","3","建設業","302","建築工事業","30209","その他の建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","1","墜落、転落"
"41","2009","平成","21","8","10~11","製紙工場において、建物の屋根の排水溝等の清掃作業を3人で行っていた。10時休憩後、被災者が他の作業者に「やり残したことがある」と言い、1人で別の場所へ移動したため、残り2人で作業を行っていた。その後、製紙工場の従業員が大きな音を聞いて音のした方向を見たところ、被災者が高さ5.52mの屋根から墜落していた。被災者の両手は黒こげになっていた。","3","建設業","303","その他の建設業","30309","その他の建設業－その他","10~29","3","その他の装置等","35","電気設備","351","送配電線等","13","感電"
"42","2009","平成","21","8","7~8","畑の改良工事において、被災者はブル・ドーザーにエンジンオイルを注入後、自らエンジンをかけた。ギアが後進(2速)に入り、また、駐車ブレーキを引いていなかったため後進し、クローラとステップ等との間に巻き込まれ、地上に墜落した。","3","建設業","301","土木工事業","30199","その他の土木工事業","30~49","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"43","2009","平成","21","9","13~14","被災者と代表の二人で、グラップルを使用しトラック(1.5t車)に廃材を積み込む作業をしていたが、最後に足場板の廃材(長さ3.7m)をグラップルで掴み、荷台上で旋回させたところ、トラックの屋根上(高さ1.9m)にいた被災者に廃材が当たり、墜落した。","13","保健・衛生業","1303","その他の保健衛生業","130301","浴場業","1~9","1","動力機械","16","一般動力機械","169","その他の一般動力機械","6","激突され"
"44","2009","平成","21","9","15~16","下水道工事現場において、簡易土止めのパネルを設置する作業中、被災者は掘削した溝の法肩部分に立っていたが、立っていた部分が崩れ、崩れた土砂とともに溝内(深さ約3.5m)に転落し、崩れた土砂に埋まった。","3","建設業","301","土木工事業","30110","上下水道工事業","1~9","7","環境等","71","環境等","711","地山、岩石","5","崩壊、倒壊"
"45","2009","平成","21","9","16~17","被災者を含む4人が農業トラクターに牽引されるハーベスター(重量約3.5t)と呼ばれる馬鈴薯収穫機に乗って馬鈴薯の収穫作業を行っていた。被災者等がハーベスターを降りて、畑に落ちている小イモを取り除いていたとき、トラクターの運転手がハーベスターに被災者等が乗ったことを確認せずにトラクターを前進させたため、ハーベスターの下に潜り込んで小イモを取っていたと思われる被災者がその右後輪にひかれた。","6","農林業","601","農業","60101","農業","1~9","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"46","2009","平成","21","9","14~15","被災者は、商店の土場にてトラックからH形鋼(長さ4.5m×幅0.5m×高さ0.2m)の荷降ろし作業中、移動式クレーンでつり上げた同鋼材を高さ3.0mの位置に静止させていたところ、同鋼材が回転したため以前から積み上げられてあった他の鋼材に激突し、この勢いで倒れた鋼材(総重量4.16t)の下敷きになった。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","10~29","5","物質、材料","52","材料","521","金属材料","5","崩壊、倒壊"
"47","2009","平成","21","10","12~13","漁港内の荷捌施設において、漁船(9.84t)を修理するため、タイヤ式揚船機(台車)を船底に入れ、海からスロープを利用してウインチで引き揚げ、「横取り」と呼ばれる手法でウインチと滑車を使い、少しづつ台車のタイヤ方向を変え、所定の位置へ牽引していたところ、「横取り」に使用していたワイヤロープ(φ14)が薩摩編み部分から切断し、近くにいた被災者の足元へはね返り、はね飛ばされた。","7","畜産・水産業","702","水産業","70201","漁業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","229","その他の動力運搬機","6","激突され"
"48","2009","平成","21","10","14~15","集水井掘削作業において、補強材のH鋼を取り付けるために、被災者が親綱、ロリップを使用して集水井内に侵入したところ、井戸頂部から2m付近で、ロリップとともに親綱が切断し、33m下の井戸底に墜落した。","3","建設業","301","土木工事業","30199","その他の土木工事業","10~29","3","その他の装置等","37","用具","379","その他の用具","1","墜落、転落"
"49","2009","平成","21","10","19~20","被災者がタクシーを運転して、T字交差点の優先道路を直進していたところ、左から交差点内に進入してきた乗用車に衝突されてタクシーが対向車線にはみ出し、さらに対向車線を走行していた乗用車がタクシーに衝突した。タクシーの運転手は死亡し、他の車に乗っていた7人が負傷した。","4","運輸交通業","402","道路旅客運送業","40201","ハイヤー・タクシー業","100~299","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"50","2009","平成","21","10","13~14","被災者は朝から協力会社の資材センターで産業廃棄物の運び出し及び清掃作業等を行っていた。昼食後は物置等に使用されているコンテナの屋根に庇を付ける作業を行うため、当該コンテナの屋根(高さ約2.4m)に上り、コンパネを運んでいたところ、コンパネとともに地上まで墜落した。被災者はヘルメットを被っていなかった。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","1","墜落、転落"
"51","2009","平成","21","11","18~19","屋上PHにおいて、つり足場の上で外部カーテンウォールのガラス取り付け作業を行っていた被災者が、つり足場の上を移動していたときに、62.46m下の6階に墜落した。つり足場の作業床の幅は24センチメートル、内側に2段手すり、親綱が設置されていた。被災者は安全帯を着用していたが、移動のときには使用していなかった。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
"52","2009","平成","21","11","15~16","冷蔵庫内に設置された、荷物専用エレベータに搭乗して上昇中に、冷蔵庫2階床とエレベータ搬器床との間にはさまれた。","1","製造業","101","食料品製造業","10102","水産食料品製造業","30~49","2","物上げ装置、運搬機械","21","動力クレーン等","214","エレベータ、リフト","7","はさまれ、巻き込まれ"
"53","2009","平成","21","11","16~17","車道上で、被災者がスコップで工事現場から出た道路の泥を除去する作業を行っていたところ、一般の乗用車にはねられた。本作業を行うに際し、道路を規制したり、交通誘導員を配置する等の措置を講じていなかった。被災者は反射チョッキ等を着用していなかった。事故発生当時小雨が降っていた。","3","建設業","301","土木工事業","30107","河川土木工事業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"54","2009","平成","21","11","7~8","被災者は工事現場に向うため、同僚が運転する会社所有の軽ワゴン車の助手席に同乗し、事業場を出発、公道を走行していたところ、路面がブラックアイスバーンのため左カーブでスリップして対向車線に飛び出し、対向してきた大型ダンプトラックと正面衝突した。被災者は死亡し、運転手も負傷した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"55","2009","平成","21","11","13~14","被災当日、農業用トラクターの後部に収穫用コンテナを乗せるための荷台を連結し、収穫した長いもを荷台上のコンテナに入れる作業を行っていた。当該コンテナに長いもを入れる作業は農業用トラクターを前進させながら作業を行っており、被災者は前進していた荷台後部左側の車輪に巻き込まれた。","6","農林業","601","農業","60101","農業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","229","その他の動力運搬機","7","はさまれ、巻き込まれ"
"56","2009","平成","21","11","9~10","被災者は、市内の電柱移設工事現場において、積載形トラッククレーン(つり上げ荷重2.83t)を用い、運搬してきた電柱(長さ15m、重量1.18t、数量5本)の荷降ろし作業中に、同トラックの荷台上において電柱1本を玉掛けしつり上げたところ、クレーンのワイヤーが破断し落下した荷が被災者に激突した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","21","動力クレーン等","212","移動式クレーン","4","飛来、落下"
"57","2009","平成","21","11","4~5","当日の午前3時頃、峠下の中継所において、被災者は運ばれてきた各社の新聞を2tトラックに積み、3時過ぎに中継所を出発した。事故までに途中4箇所の新聞販売店に新聞を降ろし次の販売店に向かって走行していたところ、事故現場の緩い左カーブで道路脇の約5m下の側溝に転落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"58","2009","平成","21","11","6~7","被災者は工事現場に向かうため同僚が運転する会社所有のワゴン車(3人乗車)に乗車中、交差点(赤の点滅信号機あり)に差しかかかったところ、一時停止をせず侵入して右から来た車と衝突し2台とも道路脇に転落した。被災者はその衝撃で車外へ放り出され、相手車の下敷きになった。被災者は右後部座席に座り、シートベルト未着用であった。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"59","2009","平成","21","11","13~14","河川の拡幅工事に伴う立木の伐採作業をしていた被災者が倒れていた。被災者のヘルメットは割れており、付近には枝(推定重さ30キログラム)が落ちていた。なお、落ちていた枝は、被災直前に伐倒した木の隣の木の枝である。","3","建設業","301","土木工事業","30107","河川土木工事業","10~29","7","環境等","71","環境等","712","立木等","4","飛来、落下"
