"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"1","2006","平成","18","1","3~4","被災者は、新聞配達員として朝刊を配達するために車道上を歩いていたところ乗用車にはねられ、被災した。現場は片側二車線のほぼ直線道路で信号や横断歩道はなかった。路面は凍結していた。","8","商業","802","小売業","80205","新聞販売業","30~49","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"2","2006","平成","18","1","9~10","ダンボール製造機械のうち、加工されたダンボール製品をパレットに積み上げる搬送装置を用いて作業中の労働者が、ダンボール製品をそろえるための当該装置のアームが所定位置を超えて伸びて来てしまったため様子を見に行ったところ、それまで停止していたアームが突然可動し、労働者が工場建屋の壁とアームの間に挟まれた。","1","製造業","106","パルプ・紙・紙加工品製造業","10602","紙加工品製造業","30~49","1","動力機械","16","一般動力機械","169","その他の一般動力機械","7","はさまれ、巻き込まれ"
"3","2006","平成","18","1","11~12","ゴミ収集車でゴミ収集作業にあたっていたところ、車が動き出し被災者が止めようと立ちはだかったところ轢かれた。","15","清掃・と畜業","1501","清掃・と畜業","150103","その他の廃棄物処理業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"4","2006","平成","18","1","8~9","ほ場造成工事現場内の平坦な場所において、被災者がブル・ドーザーを用いて整地作業を行っている際、運転席より左側に転落し、自らが運転する当該機械の左側履帯に巻き込まれ、被災した。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","1","動力機械","14","建設機械等","141","整地・運搬・積込み用機械","7","はさまれ、巻き込まれ"
"5","2006","平成","18","1","10~11","伐倒木等の切断状況等から、被災者は杉の間伐のため約50度の斜面で1人作業で、チェーンソーを使い伐倒作業を行っていた。被災時は、斜面側に受け口を作り伐倒木を斜面側に倒そうとしていたが、伐倒木が斜面側に倒れ、かかり木となったので、その根元付近をチェーンソーを使って玉切りしたところ、玉切り部分または伐倒木自体が被災者を直撃した。","6","農林業","602","林業","60201","木材伐出業","30~49","7","環境等","71","環境等","712","立木等","4","飛来、落下"
"6","2006","平成","18","1","5~6","化学薬品を積載した貨物自動車(最大積載量7.1トン)を運転し、国道の緩やかな右カーブの下り坂を走行中、道路左側の橋の欄干を突き破り、がけ下に約8メートル転落した。運転者は車外に投げ出された。災害時は気温-5度であり、橋の上の路面は凍結していた。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"7","2006","平成","18","1","2~3","雪であったため、新聞配達の時間を繰り上げ、配達に出たところ、市道の信号機のある交差点で、乗用車と出会い頭に衝突した。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"8","2006","平成","18","1","14~15","普通乗用車を運転して県内の取引先へ挨拶回りをしている途中、立ち寄った休憩地の駐車場において、停車後、被災者が運転席を離れたところ、車が走り出した。直ぐに被災者が運転席に戻り車を止めようとしたが、ブレーキとアクセルを踏み間違えたため、車止めを乗り越えて駐車場の柵を突き壊し、車ごと転落した。","8","商業","801","卸売業","80109","その他の卸売業","1~9","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"9","2006","平成","18","1","15~16","段ボール製品製造工場において、休憩時間中、段ボールくず粉砕機に通じるピット内を竹箒で清掃中の被災者が、ピット奥にあるダクト(直径35センチメートル、長さ198センチメートル)に入り、進み、高速で回転するカッターで、被災した。休憩後に作業を再開した同僚が、くずが破砕されないため、ピットを点検したところ、ダクト内に被災者を発見した。","1","製造業","106","パルプ・紙・紙加工品製造業","10609","その他のパルプ・紙・紙加工品製造業","30~49","1","動力機械","16","一般動力機械","162","混合機、粉砕機","7","はさまれ、巻き込まれ"
"10","2006","平成","18","1","14~15","養豚場の豚舎の屋根除雪作業(積雪量約30~50センチメートル)において作業実施後、屋根反対側の積雪量確認のため屋根上を移動中、硬質塩化ビニル(ガラス網入り)波板(豚舎内への採光用に設置したもの)を踏み抜き、高さ5.8mより豚舎内に墜落した。","7","畜産・水産業","701","畜産業","70101","畜産業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
