"ID","西暦","年号","年","月","発生時間","災害状況","業種（大分類）コード","業種（大分類）分類名","業種（中分類）コード","業種（中分類）分類名","業種（小分類）コード","業種（小分類）分類名","事業場規模","起因物（大分類）コード","起因物（大分類）分類名","起因物（中分類）コード","起因物（中分類）分類名","起因物（小分類）コード","起因物（小分類）分類名","事故の型コード","事故の型分類名"
"47","2003","平成","15","1","11~12","小学校の敷地内にある農園に通じるスロープ(高低差約70センチメートル)を設置するため、2名で手作業による掘削を行っていたところ、崩れてきた土砂で生き埋めとなり1名が死亡した。","3","建設業","301","土木工事業","30199","その他の土木工事業","1~9","7","環境等","71","環境等","711","地山、岩石","5","崩壊、倒壊"
"48","2003","平成","15","1","14~15","舗装修繕工事現場において、走行中の軽トラックの運転手(76歳)が居眠り運転で歩道縁石を乗り上げて約30m走行し、下校中の小学生および工事の誘導員をはねた。","17","その他の事業","1702","その他の事業","170201","警備業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"49","2003","平成","15","1","4~5","バイクで新聞配達のため走行中、道路右側の配達先に行くため右側に寄ったときに、後方より追越しをかけてきた乗用車に追突された。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"50","2003","平成","15","1","7~8","工場のフェンス前で、停車していたフォークリフト(電気車)のマストとヘッドガードとの間に胸部をはさまれた。","1","製造業","108","化学工業","10803","医薬品製造業","50~99","2","物上げ装置、運搬機械","22","動力運搬機","222","フォークリフト","7","はさまれ、巻き込まれ"
"51","2003","平成","15","1","7~8","事務所で就業する建設現場の指示を受けた後バイクで現場へ向かう途中、国道の交差点で左折しようとしていた乗用車の後方より前へ出ようとして乗用車と接触して横転した。","3","建設業","301","土木工事業","30106","道路建設工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"52","2003","平成","15","1","9~10","船舶用部品を中ぐり盤で加工するため、準備作業として中ぐり盤のテーブル上の部品を固定しようとしているときに、回転していた中ぐりバイトに巻き込まれた。","1","製造業","113","一般機械器具製造業","11301","機械（精密機械を除く）器具製造業","1~9","1","動力機械","15","金属加工用機械","152","ボール盤、フライス盤","7","はさまれ、巻き込まれ"
"53","2003","平成","15","1","18~19","木材チップ工場のチップストックヤード(2階建の倉庫)の2階から1階に停車したトラックの荷台にチップを落とし込んだ後に、ストックヤードに残ったチップが崩れてきて生き埋めになった。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","1~9","5","物質、材料","52","材料","522","木材、竹材","5","崩壊、倒壊"
"54","2003","平成","15","1","18~19","新築工事現場の仕事を終え自社の乗用車(1Boxカー)で本社に帰る途中、高速道路のインター付近で前方を走行中のトレーラー後部に追突した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"55","2003","平成","15","1","7~8","早朝、工場内で一人で製品の研磨作業をしていたときに、暖をとるため使用していた焚き火の炎が着衣に引火し、3~4度の全身火傷を負った。","1","製造業","112","金属製品製造業","11209","その他の金属製品製造業","1~9","5","物質、材料","51","危険物、有害物等","519","その他の危険物、有害物等","16","火災"
"56","2003","平成","15","1","11~12","作業場で、麻袋につめられた木材チップをロール機に通す作業を行っているときに、ロール機に巻き込まれた。","1","製造業","104","木材・木製品製造業","10409","その他の木材・木製品製造業","10~29","1","動力機械","16","一般動力機械","163","ロール機（印刷ロール機を除く。）","7","はさまれ、巻き込まれ"
"57","2003","平成","15","1","14~15","同僚と2台の40tトレーラーで建設工事現場から建設資材の鉄板を会社まで運搬中、交差点で前方赤信号で停車していた同僚のトレーラー後部に追突し、衝撃で積載していたそれぞれの車両の鉄板が運転席を突き破り、追突したトレーラー運転手が全身打撲で死亡した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"58","2003","平成","15","1","15~16","熱交換器(質量490キログラム)をトラックに積み込むため、玉掛けしてワイヤロープをフォークリフトの爪にかけ、フォークリフトを前進させてトラック荷台上に降ろそうとしたときに、ワイヤロープが外れて熱交換器が荷台から道路上に落ちたときに一緒に転落し、熱交換器と道路との間にはさまれた。","1","製造業","113","一般機械器具製造業","11301","機械（精密機械を除く）器具製造業","1~9","6","荷","61","荷","612","機械装置","6","激突され"
"59","2003","平成","15","1","16~17","倉庫前のスクラップ置場で、マグネット式の高脚ジブクレーンにより運搬船にスクラップを積み込む作業のため、散らばったスクラップを手でかき集める作業を行っていたときに、倉庫シャッターを防護するため覆いとして設置されていた鉄板(縦415センチメートル、横459センチメートル、厚さ1センチメートル、質量約1.2t)が倒れてきてその下敷きになった。","5","貨物取扱業","502","港湾運送業","50202","港湾荷役業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","419","その他の仮設物、建築物、構築物等","5","崩壊、倒壊"
"60","2003","平成","15","1","5~6","普通貨物自動車で走行中、センターラインを越えて対向の4tトラックと正面衝突した。","15","清掃・と畜業","1501","清掃・と畜業","150101","ビルメンテナンス業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"61","2003","平成","15","1","9~10","スレート屋根の改修工事で、はがした屋根のもや部分を持って移動中に、スレートが割れたため6.4m下のコンクリートの床に墜落した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"62","2003","平成","15","1","10~11","土木建設現場から持ち込まれたコンクリートガラをクラッシャーで破砕したものが、ベルトコンベヤで搬送されてくる中から鉄筋、木屑を椅子に座り手作業で除去していて、ベルトコンベヤに巻き込まれた。","1","製造業","109","窯業土石製品製造業","10909","その他の土石製品製造業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","224","コンベア","7","はさまれ、巻き込まれ"
"63","2003","平成","15","1","13~14","大型トラックで砕石プラントからコンクリート工場へ砂利を運搬中、国道の出口から約20m手前で大型タンクローリーと正面衝突したため、ガソリン約10キロリットルを積んだタンクローリーが爆発し2台とも炎上した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"64","2003","平成","15","1","13~14","大型トラックで砕石プラントからコンクリートへ砂利を運搬中、国道の出口から約20m手前で大型タンクローリーと正面衝突したため、ガソリン約10キロリットルを積んだタンクローリーが爆発し2台とも炎上した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","10~29","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"65","2003","平成","15","1","16~17","雑木林の中で、クヌギの木(胸高直径27センチメートル、高さ約23m)を伐倒したところ、斜面上部の隣接木(山桜:胸高直径16センチメートル、高さ約15m)がほぼ同時に倒れ、その下敷きとなった。","6","農林業","602","林業","60209","その他の林業","1~9","7","環境等","71","環境等","712","立木等","6","激突され"
"66","2003","平成","15","1","3~4","新聞の配達区域の下見をするため、ミニバイクで県道を走行中、乗用車と衝突した。。","8","商業","802","小売業","80205","新聞販売業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"67","2003","平成","15","1","11~12","屋根の雪下ろしのため、3名で屋根の上部から下部に向かってママさんダンプで雪を押し、屋根下に落としているときに、暖気で緩んだ雪とともに、軒高さ6.91mの屋根から墜落した。","3","建設業","302","建築工事業","30202","木造家屋建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","415","屋根、はり、もや、けた、合掌","1","墜落、転落"
"68","2003","平成","15","1","15~16","10tトラックの荷台後部床面の腐食個所の鉄板張替作業後に、後部あおり(質量約150~200キログラム)と荷台床面との間に胸部をはさまれた。","15","清掃・と畜業","1501","清掃・と畜業","150102","産業廃棄物処理業","100~299","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","7","はさまれ、巻き込まれ"
"69","2003","平成","15","1","22~23","4tトラックで商品配送のため道路を走行中、左カーブで右側路肩ガードレールに接触・横転し、車体とガードレールとの間にはさまれた。","8","商業","801","卸売業","80109","その他の卸売業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"70","2003","平成","15","1","5~6","50ccバイクで新聞配達中、バイク後方から来たトラックがバイク右後方に接触したため転倒し頭部を打った。","8","商業","802","小売業","80205","新聞販売業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"71","2003","平成","15","1","8~9","工事現場に行くため原付バイクで県道を走行中、道路右側のブロック塀に衝突した。","3","建設業","302","建築工事業","30209","その他の建築工事業","10~29","2","物上げ装置、運搬機械","23","乗物","231","乗用車、バス、バイク","17","交通事故（道路）"
"72","2003","平成","15","1","10~11","造船工場において、15tトラックの荷台上で荷を固定していたレバーブロック(7つ)の取外し作業中、最後のレバーブロックが手で動かなかったために、単管パイプ(長さ0.7m)をレバーに差し込んでレバーブロックを緩めようと操作したときに、荷(1.6t)がバランスを崩したため、高さ0.4mのあおりを乗越え荷とともに1.4m下のコンクリート道路に墜落した。","4","運輸交通業","403","道路貨物運送業","40301","一般貨物自動車運送業","30~49","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","1","墜落、転落"
"73","2003","平成","15","1","11~12","営業業務を終え自転車で帰社途中、交差点を横断中に左折してきたトラックに激突された。","9","金融・広告業","901","金融業","90101","銀行・信託業","1~9","2","物上げ装置、運搬機械","22","動力運搬機","221","トラック","17","交通事故（道路）"
"74","2003","平成","15","1","13~14","コンテナ倉庫上(高さ約2.7m)での資材整理で、木材(3センチメートル×6センチメートル×4m)を引っ張りあげようとしたときに、小雨で濡れていたコンテナ上で足を滑らせて地上に落下した。","3","建設業","302","建築工事業","30209","その他の建築工事業","1~9","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","418","建築物、構築物","1","墜落、転落"
"75","2003","平成","15","1","15~16","工事現場において、足場設置後にコンパネで全床を養生するために、長さ4mのさん木を450ミリメートル間隔で後向きに仮置き作業中、荷上げ用の開口部より約4m下のアスファルト道に転落した。","3","建設業","302","建築工事業","30201","鉄骨・鉄筋コンクリート造家屋建築工事業","10~29","4","仮設物、建築物、構築物等","41","仮設物、建築物、構築物等","411","足場","1","墜落、転落"
